Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
75771,0.19581145412299528,-1.0175830954024152,2.0974722251792075,0.005719156264090409,1.046497843150186,0.8641131174658409,0.24099065471869108,-1.7976238577206503,1.672463901902044,1.198756518776637,-1.566736511797235,-0.7572474362980072,-0.9188372665549616,0.7048954959791008,0.49688102974158077,0.9865252690844288,-1.5401985204152295,-0.018105865813624285,-0.25514960334087916,-0.34836614086956624,0.4878025280101301,2.0111341704607266,-0.3397084106517667,-0.3166029472359128,1.248262212510734,0.5966755069502294,1.1353374401356333,-0.1794932466441346,1543.211616553673,1
128434,0.15153401929731727,-1.189787842438864,-2.0447028124477176,0.501841340750247,0.03159903500942336,0.051546501425371045,0.9447241431773847,-0.5537555694709879,-0.25988829878964986,0.3019754580433424,-0.24190822858722624,0.853403272729181,-0.8214496680191857,0.05179002729100508,-0.025217172137336267,-0.36196840295463373,0.46955183608302514,-1.6106517248897836,0.18117300043915058,1.207963995585053,1.0345096813551926,-0.2302824029065606,-0.5558301998244292,1.8936797567285228,0.028302402341424383,1.1799016677918548,-0.22564770806327697,1.674051285459753,4543.449328473646,0
129588,-0.7398134359119016,-2.067523322744263,1.3953358007394534,1.0185660169024866,0.1804344147596565,0.019478988736332675,0.6251152941381949,-1.0699039058915831,0.9129019895875505,1.0278572327192461,0.9635845620703093,-0.3278843893710968,-2.1231001772664726,-0.13852660419117754,0.181968296880073,1.0157001316935241,0.9189141054679424,1.6879237057660883,0.8421123493677105,0.337583931201113,-0.6942609653703478,0.538322769297641,0.5874300942454286,0.8675120369643123,-0.10254503364046536,-0.9572808203679234,-1.7076285963276536,0.7103313988311881,783.423604825163,1
67469,-1.356340344929317,-0.5785768620673377,-0.005603467445373317,-1.3384359168583813,0.011142410420643001,-0.08655123673176468,-1.5393522665291384,-0.9598280231541778,0.4125095585906108,0.5219509563546202,-0.3443215067814989,-0.0699458168614486,2.0835300174017295,1.5552996544489641,2.058848075350131,-0.0464066050878891,1.0443659695561849,0.2747196498089235,1.0400517679552252,-0.5879182623801104,-0.5764608832767816,0.6014443592563407,-1.0530003987733445,1.1115105911401195,0.22336011117561053,0.21343263363473483,2.317987641040792,-1.6341409672882201,875.8141746707392,1
153233,-0.2247643951296197,0.4836663603414303,0.11716223210051002,-0.5418060814545128,-0.7183801199797695,0.8830175828064872,0.416626324812822,0.2841419412735519,1.9303259797063528,-0.02459212437703138,0.17185897479694554,-2.5208977373978843,-1.2555120154099209,-1.2955915851055357,-2.2023827570030425,0.30399607249722155,-0.3000293210797765,-1.0979994117708793,0.0896184366113103,-1.0667398042113587,-0.1028549391490964,-0.12964565017370863,1.2682580090746185,-1.4442001189055662,1.0380737995394897,-0.833324132861677,0.10340942875599836,-0.8713793527877823,3989.1663837348788,0
132210,0.4549410136837001,0.8093727741155876,0.06007704163437411,0.5820542546059152,0.8070785578564152,1.4771462499438677,-1.1849892461726856,-0.4713757036128277,-1.1614878416995493,-0.2854933468613576,-1.7449552997170354,-1.7179972148540843,-0.06591957385803994,0.12029276864955692,0.48252936192915946,0.13335092885793856,0.6271260295466233,-0.5616457402950586,-1.11448935800869,-0.9366545143088447,2.6086548566196215,0.6651477693121972,-1.3510094031261453,0.1027876013085632,0.6468462969893551,1.3372677530633532,-0.6835311892044962,0.05462733560741064,4548.584961359651,1
167500,-0.660396812818377,-0.21899778082623733,-0.6878285610171109,0.13379935260504935,1.7163616796918677,-0.33423202029429333,1.5242492380930415,-0.21566912164579935,0.10016849833203603,-0.11150818245302915,0.18800245789739606,-0.1267291948978465,0.8987775145323822,-0.14525160087871072,-1.6585883389159353,-0.2753359436759601,0.08252504684674243,1.5722070134516015,-0.5455173340772557,0.11449091794544065,0.14180928645628257,0.24128449109700675,0.5773140727433252,-0.9588636900131047,-1.142295758718472,-1.458741175802813,0.1456195582539486,-1.8172592003819992,2311.53436248983,0
50324,0.40778633269682607,0.5815421100438711,1.853234970975837,-0.25970881066220863,-0.11007949493990496,0.4156547259240938,0.10758654302205795,-0.7250991643095276,0.783628763370596,-0.5069041007910718,-2.2579829021238704,-0.06255813621899375,0.5771858291656005,-0.6320557800786787,-0.39743414412357314,-1.3827256305553766,0.2917823612256633,0.19487403328497407,0.7690224074217638,0.7266610568557722,-0.10444121803569363,0.19800930169524336,-0.28476788425439575,-1.2832605316326375,0.2693920091883715,-0.3159840513253414,-1.1500096153692876,-0.6158087903909368,388.12789071214326,1
115590,-0.054625676901340334,2.449733563651229,0.10210197702706468,-0.2983579491836256,-0.012927172723016188,0.25290791046269556,-2.0051569621835,0.8733809499214884,-0.5135976950339791,-0.46916994751099084,-2.07383273990222,0.25322405987196,0.2946605305124827,-0.6907626580697027,0.417100282638209,-0.09628669186724344,-0.41005547137667164,-0.7818441426215181,-1.163433278987989,0.14719920081734444,0.5499125599795419,-0.022839790447125495,-0.3074299865854521,0.11869800994278573,-0.3994548889973442,0.463799340274697,0.9328836938570086,-0.5178653056822824,4165.709028639718,1
156859,-0.2732045503061209,0.8329047580983419,0.15583606932380026,0.4982224731802368,0.7523843067178294,-0.9610294407855613,0.26435480499745045,-1.0368709620085412,0.39172747791885076,0.3694218676168988,-1.1191179355205005,-0.8736480068472336,1.020028073168353,0.9279768873620435,-0.5118122471085171,0.3588926640456954,0.9395038621795719,0.6674998785908084,0.3703808152491573,0.24075040535541725,1.2577675995850148,1.0628443289875122,1.8838649466766295,-0.07113540682502198,-0.49807721639272867,-0.5749922253640151,2.159842607292448,-1.0308834842437926,2612.7328466632525,0
